#Code  ; Glyph                               ; Prio # Source
0x30B9 ; sukatakana                          ; 0    # Adobe Glyph List (Sept/02) # KATAKANA LETTER SU
0x30BA ; zukatakana                          ; 0    # Adobe Glyph List (Sept/02) # KATAKANA LETTER ZU
0x30BB ; sekatakana                          ; 0    # Adobe Glyph List (Sept/02) # KATAKANA LETTER SE
0x30BC ; zekatakana                          ; 0    # Adobe Glyph List (Sept/02) # KATAKANA LETTER ZE
0x30BD ; sokatakana                          ; 0    # Adobe Glyph List (Sept/02) # KATAKANA LETTER SO
0x30BE ; zokatakana                          ; 0    # Adobe Glyph List (Sept/02) # KATAKANA LETTER ZO
0x30BF ; takatakana                          ; 0    # Adobe Glyph List (Sept/02) # KATAKANA LETTER TA
0x30C0 ; dakatakana                          ; 0    # Adobe Glyph List (Sept/02) # KATAKANA LETTER DA
0x30C1 ; tikatakana                          ; 0    # Adobe Glyph List (Sept/02) # KATAKANA LETTER TI
0x30C2 ; dikatakana                          ; 0    # Adobe Glyph List (Sept/02) # KATAKANA LETTER DI
0x30C3 ; tusmallkatakana                     ; 0    # Adobe Glyph List (Sept/02) # KATAKANA LETTER SMALL TU
0x30C4 ; tukatakana                          ; 0    # Adobe Glyph List (Sept/02) # KATAKANA LETTER TU
0x30C5 ; dukatakana                          ; 0    # Adobe Glyph List (Sept/02) # KATAKANA LETTER DU
0x30C6 ; tekatakana                          ; 0    # Adobe Glyph List (Sept/02) # KATAKANA LETTER TE
0x30C7 ; dekatakana                          ; 0    # Adobe Glyph List (Sept/02) # KATAKANA LETTER DE
0x30C8 ; tokatakana                          ; 0    # Adobe Glyph List (Sept/02) # KATAKANA LETTER TO
0x30C9 ; dokatakana                          ; 0    # Adobe Glyph List (Sept/02) # KATAKANA LETTER DO
0x30CA ; nakatakana                          ; 0    # Adobe Glyph List (Sept/02) # KATAKANA LETTER NA
0x30CB ; nikatakana                          ; 0    # Adobe Glyph List (Sept/02) # KATAKANA LETTER NI
0x30CC ; nukatakana                          ; 0    # Adobe Glyph List (Sept/02) # KATAKANA LETTER NU
0x30CD ; nekatakana                          ; 0    # Adobe Glyph List (Sept/02) # KATAKANA LETTER NE
0x30CE ; nokatakana                          ; 0    # Adobe Glyph List (Sept/02) # KATAKANA LETTER NO
0x30CF ; hakatakana                          ; 0    # Adobe Glyph List (Sept/02) # KATAKANA LETTER HA
0x30D0 ; bakatakana                          ; 0    # Adobe Glyph List (Sept/02) # KATAKANA LETTER BA
0x30D1 ; pakatakana                          ; 0    # Adobe Glyph List (Sept/02) # KATAKANA LETTER PA
0x30D2 ; hikatakana                          ; 0    # Adobe Glyph List (Sept/02) # KATAKANA LETTER HI
0x30D3 ; bikatakana                          ; 0    # Adobe Glyph List (Sept/02) # KATAKANA LETTER BI
0x30D4 ; pikatakana                          ; 0    # Adobe Glyph List (Sept/02) # KATAKANA LETTER PI
0x30D5 ; hukatakana                          ; 0    # Adobe Glyph List (Sept/02) # KATAKANA LETTER HU
0x30D6 ; bukatakana                          ; 0    # Adobe Glyph List (Sept/02) # KATAKANA LETTER BU
0x30D7 ; pukatakana                          ; 0    # Adobe Glyph List (Sept/02) # KATAKANA LETTER PU
0x30D8 ; hekatakana                          ; 0    # Adobe Glyph List (Sept/02) # KATAKANA LETTER HE
0x30D9 ; bekatakana                          ; 0    # Adobe Glyph List (Sept/02) # KATAKANA LETTER BE
0x30DA ; pekatakana                          ; 0    # Adobe Glyph List (Sept/02) # KATAKANA LETTER PE
0x30DB ; hokatakana                          ; 0    # Adobe Glyph List (Sept/02) # KATAKANA LETTER HO
0x30DC ; bokatakana                          ; 0    # Adobe Glyph List (Sept/02) # KATAKANA LETTER BO
0x30DD ; pokatakana                          ; 0    # Adobe Glyph List (Sept/02) # KATAKANA LETTER PO
0x30DE ; makatakana                          ; 0    # Adobe Glyph List (Sept/02) # KATAKANA LETTER MA
0x30DF ; mikatakana                          ; 0    # Adobe Glyph List (Sept/02) # KATAKANA LETTER MI
0x30E0 ; mukatakana                          ; 0    # Adobe Glyph List (Sept/02) # KATAKANA LETTER MU
0x30E1 ; mekatakana                          ; 0    # Adobe Glyph List (Sept/02) # KATAKANA LETTER ME
0x30E2 ; mokatakana                          ; 0    # Adobe Glyph List (Sept/02) # KATAKANA LETTER MO
0x30E3 ; yasmallkatakana                     ; 0    # Adobe Glyph List (Sept/02) # KATAKANA LETTER SMALL YA
0x30E4 ; yakatakana                          ; 0    # Adobe Glyph List (Sept/02) # KATAKANA LETTER YA
0x30E5 ; yusmallkatakana                     ; 0    # Adobe Glyph List (Sept/02) # KATAKANA LETTER SMALL YU
0x30E6 ; yukatakana                          ; 0    # Adobe Glyph List (Sept/02) # KATAKANA LETTER YU
0x30E7 ; yosmallkatakana                     ; 0    # Adobe Glyph List (Sept/02) # KATAKANA LETTER SMALL YO
0x30E8 ; yokatakana                          ; 0    # Adobe Glyph List (Sept/02) # KATAKANA LETTER YO
0x30E9 ; rakatakana                          ; 0    # Adobe Glyph List (Sept/02) # KATAKANA LETTER RA
0x30EA ; rikatakana                          ; 0    # Adobe Glyph List (Sept/02) # KATAKANA LETTER RI
0x30EB ; rukatakana                          ; 0    # Adobe Glyph List (Sept/02) # KATAKANA LETTER RU
0x30EC ; rekatakana                          ; 0    # Adobe Glyph List (Sept/02) # KATAKANA LETTER RE
0x30ED ; rokatakana                          ; 0    # Adobe Glyph List (Sept/02) # KATAKANA LETTER RO
0x30EE ; wasmallkatakana                     ; 0    # Adobe Glyph List (Sept/02) # KATAKANA LETTER SMALL WA
0x30EF ; wakatakana                          ; 0    # Adobe Glyph List (Sept/02) # KATAKANA LETTER WA
0x30F0 ; wikatakana                          ; 0    # Adobe Glyph List (Sept/02) # KATAKANA LETTER WI
0x30F1 ; wekatakana                          ; 0    # Adobe Glyph List (Sept/02) # KATAKANA LETTER WE
0x30F2 ; wokatakana                          ; 0    # Adobe Glyph List (Sept/02) # KATAKANA LETTER WO
0x30F3 ; nkatakana                           ; 0    # Adobe Glyph List (Sept/02) # KATAKANA LETTER N
0x30F4 ; vukatakana                          ; 0    # Adobe Glyph List (Sept/02) # KATAKANA LETTER VU
0x30F5 ; kasmallkatakana                     ; 0    # Adobe Glyph List (Sept/02) # KATAKANA LETTER SMALL KA
0x30F6 ; kesmallkatakana                     ; 0    # Adobe Glyph List (Sept/02) # KATAKANA LETTER SMALL KE
0x30F7 ; vakatakana                          ; 0    # Adobe Glyph List (Sept/02) # KATAKANA LETTER VA
0x30F8 ; vikatakana                          ; 0    # Adobe Glyph List (Sept/02) # KATAKANA LETTER VI
0x30F9 ; vekatakana                          ; 0    # Adobe Glyph List (Sept/02) # KATAKANA LETTER VE
0x30FA ; vokatakana                          ; 0    # Adobe Glyph List (Sept/02) # KATAKANA LETTER VO
0x30FB ; dotkatakana                         ; 0    # Adobe Glyph List (Sept/02) # KATAKANA MIDDLE DOT
0x30FC ; prolongedkana                       ; 0    # Adobe Glyph List (Sept/02) # KATAKANA-HIRAGANA PROLONGED SOUND MARK
0x30FD ; iterationkatakana                   ; 0    # Adobe Glyph List (Sept/02) # KATAKANA ITERATION MARK
0x30FE ; voicediterationkatakana             ; 0    # Adobe Glyph List (Sept/02) # KATAKANA VOICED ITERATION MARK
0x3105 ; bbopomofo                           ; 0    # Adobe Glyph List (Sept/02) # BOPOMOFO LETTER B
0x3106 ; pbopomofo                           ; 0    # Adobe Glyph List (Sept/02) # BOPOMOFO LETTER P
0x3107 ; mbopomofo                           ; 0    # Adobe Glyph List (Sept/02) # BOPOMOFO LETTER M
0x3108 ; fbopomofo                           ; 0    # Adobe Glyph List (Sept/02) # BOPOMOFO LETTER F
0x3109 ; dbopomofo                           ; 0    # Adobe Glyph List (Sept/02) # BOPOMOFO LETTER D
0x310A ; tbopomofo                           ; 0    # Adobe Glyph List (Sept/02) # BOPOMOFO LETTER T
0x310B ; nbopomofo                           ; 0    # Adobe Glyph List (Sept/02) # BOPOMOFO LETTER N
0x310C ; lbopomofo                           ; 0    # Adobe Glyph List (Sept/02) # BOPOMOFO LETTER L
0x310D ; gbopomofo                           ; 0    # Adobe Glyph List (Sept/02) # BOPOMOFO LETTER G
0x310E ; kbopomofo                           ; 0    # Adobe Glyph List (Sept/02) # BOPOMOFO LETTER K
0x310F ; hbopomofo                           ; 0    # Adobe Glyph List (Sept/02) # BOPOMOFO LETTER H
0x3110 ; jbopomofo                           ; 0    # Adobe Glyph List (Sept/02) # BOPOMOFO LETTER J
0x3111 ; qbopomofo                           ; 0    # Adobe Glyph List (Sept/02) # BOPOMOFO LETTER Q
0x3112 ; xbopomofo                           ; 0    # Adobe Glyph List (Sept/02) # BOPOMOFO LETTER X
0x3113 ; zhbopomofo                          ; 0    # Adobe Glyph List (Sept/02) # BOPOMOFO LETTER ZH
0x3114 ; chbopomofo                          ; 0    # Adobe Glyph List (Sept/02) # BOPOMOFO LETTER CH
0x3115 ; shbopomofo                          ; 0    # Adobe Glyph List (Sept/02) # BOPOMOFO LETTER SH
0x3116 ; rbopomofo                           ; 0    # Adobe Glyph List (Sept/02) # BOPOMOFO LETTER R
0x3117 ; zbopomofo                           ; 0    # Adobe Glyph List (Sept/02) # BOPOMOFO LETTER Z
0x3118 ; cbopomofo                           ; 0    # Adobe Glyph List (Sept/02) # BOPOMOFO LETTER C
0x3119 ; sbopomofo                           ; 0    # Adobe Glyph List (Sept/02) # BOPOMOFO LETTER S
0x311A ; abopomofo                           ; 0    # Adobe Glyph List (Sept/02) # BOPOMOFO LETTER A
0x311B ; obopomofo                           ; 0    # Adobe Glyph List (Sept/02) # BOPOMOFO LETTER O
0x311C ; ebopomofo                           ; 0    # Adobe Glyph List (Sept/02) # BOPOMOFO LETTER E
0x311D ; ehbopomofo                          ; 0    # Adobe Glyph List (Sept/02) # BOPOMOFO LETTER EH
0x311E ; aibopomofo                          ; 0    # Adobe Glyph List (Sept/02) # BOPOMOFO LETTER AI
0x311F ; eibopomofo                          ; 0    # Adobe Glyph List (Sept/02) # BOPOMOFO LETTER EI
0x3120 ; aubopomofo                          ; 0    # Adobe Glyph List (Sept/02) # BOPOMOFO LETTER AU
0x3121 ; oubopomofo                          ; 0    # Adobe Glyph List (Sept/02) # BOPOMOFO LETTER OU
0x3122 ; anbopomofo                          ; 0    # Adobe Glyph List (Sept/02) # BOPOMOFO LETTER AN
0x3123 ; enbopomofo                          ; 0    # Adobe Glyph List (Sept/02) # BOPOMOFO LETTER EN
0x3124 ; angbopomofo                         ; 0    # Adobe Glyph List (Sept/02) # BOPOMOFO LETTER ANG
0x3125 ; engbopomofo                         ; 0    # Adobe Glyph List (Sept/02) # BOPOMOFO LETTER ENG
0x3126 ; erbopomofo                          ; 0    # Adobe Glyph List (Sept/02) # BOPOMOFO LETTER ER
0x3127 ; ibopomofo                           ; 0    # Adobe Glyph List (Sept/02) # BOPOMOFO LETTER I
0x3128 ; ubopomofo                           ; 0    # Adobe Glyph List (Sept/02) # BOPOMOFO LETTER U
0x3129 ; iubopomofo                          ; 0    # Adobe Glyph List (Sept/02) # BOPOMOFO LETTER IU
0x3131 ; kiyeokkorean                        ; 0    # Adobe Glyph List (Sept/02) # HANGUL LETTER KIYEOK
0x3132 ; ssangkiyeokkorean                   ; 0    # Adobe Glyph List (Sept/02) # HANGUL LETTER SSANGKIYEOK
0x3133 ; kiyeoksioskorean                    ; 0    # Adobe Glyph List (Sept/02) # HANGUL LETTER KIYEOK-SIOS
0x3134 ; nieunkorean                         ; 0    # Adobe Glyph List (Sept/02) # HANGUL LETTER NIEUN
0x3135 ; nieuncieuckorean                    ; 0    # Adobe Glyph List (Sept/02) # HANGUL LETTER NIEUN-CIEUC
0x3136 ; nieunhieuhkorean                    ; 0    # Adobe Glyph List (Sept/02) # HANGUL LETTER NIEUN-HIEUH
0x3137 ; tikeutkorean                        ; 0    # Adobe Glyph List (Sept/02) # HANGUL LETTER TIKEUT
0x3138 ; ssangtikeutkorean                   ; 0    # Adobe Glyph List (Sept/02) # HANGUL LETTER SSANGTIKEUT
0x3139 ; rieulkorean                         ; 0    # Adobe Glyph List (Sept/02) # HANGUL LETTER RIEUL
0x313A ; rieulkiyeokkorean                   ; 0    # Adobe Glyph List (Sept/02) # HANGUL LETTER RIEUL-KIYEOK
0x313B ; rieulmieumkorean                    ; 0    # Adobe Glyph List (Sept/02) # HANGUL LETTER RIEUL-MIEUM
0x313C ; rieulpieupkorean                    ; 0    # Adobe Glyph List (Sept/02) # HANGUL LETTER RIEUL-PIEUP
0x313D ; rieulsioskorean                     ; 0    # Adobe Glyph List (Sept/02) # HANGUL LETTER RIEUL-SIOS
0x313E ; rieulthieuthkorean                  ; 0    # Adobe Glyph List (Sept/02) # HANGUL LETTER RIEUL-THIEUTH
0x313F ; rieulphieuphkorean                  ; 0    # Adobe Glyph List (Sept/02) # HANGUL LETTER RIEUL-PHIEUPH
0x3140 ; rieulhieuhkorean                    ; 0    # Adobe Glyph List (Sept/02) # HANGUL LETTER RIEUL-HIEUH
0x3141 ; mieumkorean                         ; 0    # Adobe Glyph List (Sept/02) # HANGUL LETTER MIEUM
0x3142 ; pieupkorean                         ; 0    # Adobe Glyph List (Sept/02) # HANGUL LETTER PIEUP
0x3143 ; ssangpieupkorean                    ; 0    # Adobe Glyph List (Sept/02) # HANGUL LETTER SSANGPIEUP
0x3144 ; pieupsioskorean                     ; 0    # Adobe Glyph List (Sept/02) # HANGUL LETTER PIEUP-SIOS
0x3145 ; sioskorean                          ; 0    # Adobe Glyph List (Sept/02) # HANGUL LETTER SIOS
0x3146 ; ssangsioskorean                     ; 0    # Adobe Glyph List (Sept/02) # HANGUL LETTER SSANGSIOS
0x3147 ; ieungkorean                         ; 0    # Adobe Glyph List (Sept/02) # HANGUL LETTER IEUNG
0x3148 ; cieuckorean                         ; 0    # Adobe Glyph List (Sept/02) # HANGUL LETTER CIEUC
0x3149 ; ssangcieuckorean                    ; 0    # Adobe Glyph List (Sept/02) # HANGUL LETTER SSANGCIEUC
0x314A ; chieuchkorean                       ; 0    # Adobe Glyph List (Sept/02) # HANGUL LETTER CHIEUCH
0x314B ; khieukhkorean                       ; 0    # Adobe Glyph List (Sept/02) # HANGUL LETTER KHIEUKH
0x314C ; thieuthkorean                       ; 0    # Adobe Glyph List (Sept/02) # HANGUL LETTER THIEUTH
0x314D ; phieuphkorean                       ; 0    # Adobe Glyph List (Sept/02) # HANGUL LETTER PHIEUPH
0x314E ; hieuhkorean                         ; 0    # Adobe Glyph List (Sept/02) # HANGUL LETTER HIEUH
0x314F ; akorean                             ; 0    # Adobe Glyph List (Sept/02) # HANGUL LETTER A
0x3150 ; aekorean                            ; 0    # Adobe Glyph List (Sept/02) # HANGUL LETTER AE
0x3151 ; yakorean                            ; 0    # Adobe Glyph List (Sept/02) # HANGUL LETTER YA
0x3152 ; yaekorean                           ; 0    # Adobe Glyph List (Sept/02) # HANGUL LETTER YAE
0x3153 ; eokorean                            ; 0    # Adobe Glyph List (Sept/02) # HANGUL LETTER EO
0x3154 ; ekorean                             ; 0    # Adobe Glyph List (Sept/02) # HANGUL LETTER E
0x3155 ; yeokorean                           ; 0    # Adobe Glyph List (Sept/02) # HANGUL LETTER YEO
0x3156 ; yekorean                            ; 0    # Adobe Glyph List (Sept/02) # HANGUL LETTER YE
0x3157 ; okorean                             ; 0    # Adobe Glyph List (Sept/02) # HANGUL LETTER O
0x3158 ; wakorean                            ; 0    # Adobe Glyph List (Sept/02) # HANGUL LETTER WA
0x3159 ; waekorean                           ; 0    # Adobe Glyph List (Sept/02) # HANGUL LETTER WAE
0x315A ; oekorean                            ; 0    # Adobe Glyph List (Sept/02) # HANGUL LETTER OE
0x315B ; yokorean                            ; 0    # Adobe Glyph List (Sept/02) # HANGUL LETTER YO
0x315C ; ukorean                             ; 0    # Adobe Glyph List (Sept/02) # HANGUL LETTER U
0x315D ; weokorean                           ; 0    # Adobe Glyph List (Sept/02) # HANGUL LETTER WEO
0x315E ; wekorean                            ; 0    # Adobe Glyph List (Sept/02) # HANGUL LETTER WE
0x315F ; wikorean                            ; 0    # Adobe Glyph List (Sept/02) # HANGUL LETTER WI
0x3160 ; yukorean                            ; 0    # Adobe Glyph List (Sept/02) # HANGUL LETTER YU
0x3161 ; eukorean                            ; 0    # Adobe Glyph List (Sept/02) # HANGUL LETTER EU
0x3162 ; yikorean                            ; 0    # Adobe Glyph List (Sept/02) # HANGUL LETTER YI
0x3163 ; ikorean                             ; 0    # Adobe Glyph List (Sept/02) # HANGUL LETTER I
0x3164 ; hangulfiller                        ; 0    # Adobe Glyph List (Sept/02) # HANGUL FILLER
0x3165 ; ssangnieunkorean                    ; 0    # Adobe Glyph List (Sept/02) # HANGUL LETTER SSANGNIEUN
0x3166 ; nieuntikeutkorean                   ; 0    # Adobe Glyph List (Sept/02) # HANGUL LETTER NIEUN-TIKEUT
0x3167 ; nieunsioskorean                     ; 0    # Adobe Glyph List (Sept/02) # HANGUL LETTER NIEUN-SIOS
0x3168 ; nieunpansioskorean                  ; 0    # Adobe Glyph List (Sept/02) # HANGUL LETTER NIEUN-PANSIOS
0x3169 ; rieulkiyeoksioskorean               ; 0    # Adobe Glyph List (Sept/02) # HANGUL LETTER RIEUL-KIYEOK-SIOS
0x316A ; rieultikeutkorean                   ; 0    # Adobe Glyph List (Sept/02) # HANGUL LETTER RIEUL-TIKEUT
0x316B ; rieulpieupsioskorean                ; 0    # Adobe Glyph List (Sept/02) # HANGUL LETTER RIEUL-PIEUP-SIOS
0x316C ; rieulpansioskorean                  ; 0    # Adobe Glyph List (Sept/02) # HANGUL LETTER RIEUL-PANSIOS
0x316D ; rieulyeorinhieuhkorean              ; 0    # Adobe Glyph List (Sept/02) # HANGUL LETTER RIEUL-YEORINHIEUH
0x316E ; mieumpieupkorean                    ; 0    # Adobe Glyph List (Sept/02) # HANGUL LETTER MIEUM-PIEUP
0x316F ; mieumsioskorean                     ; 0    # Adobe Glyph List (Sept/02) # HANGUL LETTER MIEUM-SIOS
0x3170 ; mieumpansioskorean                  ; 0    # Adobe Glyph List (Sept/02) # HANGUL LETTER MIEUM-PANSIOS
0x3171 ; kapyeounmieumkorean                 ; 0    # Adobe Glyph List (Sept/02) # HANGUL LETTER KAPYEOUNMIEUM
0x3172 ; pieupkiyeokkorean                   ; 0    # Adobe Glyph List (Sept/02) # HANGUL LETTER PIEUP-KIYEOK
0x3173 ; pieuptikeutkorean                   ; 0    # Adobe Glyph List (Sept/02) # HANGUL LETTER PIEUP-TIKEUT
0x3174 ; pieupsioskiyeokkorean               ; 0    # Adobe Glyph List (Sept/02) # HANGUL LETTER PIEUP-SIOS-KIYEOK
0x3175 ; pieupsiostikeutkorean               ; 0    # Adobe Glyph List (Sept/02) # HANGUL LETTER PIEUP-SIOS-TIKEUT
0x3176 ; pieupcieuckorean                    ; 0    # Adobe Glyph List (Sept/02) # HANGUL LETTER PIEUP-CIEUC
0x3177 ; pieupthieuthkorean                  ; 0    # Adobe Glyph List (Sept/02) # HANGUL LETTER PIEUP-THIEUTH
0x3178 ; kapyeounpieupkorean                 ; 0    # Adobe Glyph List (Sept/02) # HANGUL LETTER KAPYEOUNPIEUP
0x3179 ; kapyeounssangpieupkorean            ; 0    # Adobe Glyph List (Sept/02) # HANGUL LETTER KAPYEOUNSSANGPIEUP
0x317A ; sioskiyeokkorean                    ; 0    # Adobe Glyph List (Sept/02) # HANGUL LETTER SIOS-KIYEOK
0x317B ; siosnieunkorean                     ; 0    # Adobe Glyph List (Sept/02) # HANGUL LETTER SIOS-NIEUN
0x317C ; siostikeutkorean                    ; 0    # Adobe Glyph List (Sept/02) # HANGUL LETTER SIOS-TIKEUT
0x317D ; siospieupkorean                     ; 0    # Adobe Glyph List (Sept/02) # HANGUL LETTER SIOS-PIEUP
0x317E ; sioscieuckorean                     ; 0    # Adobe Glyph List (Sept/02) # HANGUL LETTER SIOS-CIEUC
0x317F ; pansioskorean                       ; 0    # Adobe Glyph List (Sept/02) # HANGUL LETTER PANSIOS
0x3180 ; ssangieungkorean                    ; 0    # Adobe Glyph List (Sept/02) # HANGUL LETTER SSANGIEUNG
0x3181 ; yesieungkorean                      ; 0    # Adobe Glyph List (Sept/02) # HANGUL LETTER YESIEUNG
0x3182 ; yesieungsioskorean                  ; 0    # Adobe Glyph List (Sept/02) # HANGUL LETTER YESIEUNG-SIOS
0x3183 ; yesieungpansioskorean               ; 0    # Adobe Glyph List (Sept/02) # HANGUL LETTER YESIEUNG-PANSIOS
0x3184 ; kapyeounphieuphkorean               ; 0    # Adobe Glyph List (Sept/02) # HANGUL LETTER KAPYEOUNPHIEUPH
0x3185 ; ssanghieuhkorean                    ; 0    # Adobe Glyph List (Sept/02) # HANGUL LETTER SSANGHIEUH
0x3186 ; yeorinhieuhkorean                   ; 0    # Adobe Glyph List (Sept/02) # HANGUL LETTER YEORINHIEUH
0x3187 ; yoyakorean                          ; 0    # Adobe Glyph List (Sept/02) # HANGUL LETTER YO-YA
0x3188 ; yoyaekorean                         ; 0    # Adobe Glyph List (Sept/02) # HANGUL LETTER YO-YAE
0x3189 ; yoikorean                           ; 0    # Adobe Glyph List (Sept/02) # HANGUL LETTER YO-I
0x318A ; yuyeokorean                         ; 0    # Adobe Glyph List (Sept/02) # HANGUL LETTER YU-YEO
0x318B ; yuyekorean                          ; 0    # Adobe Glyph List (Sept/02) # HANGUL LETTER YU-YE
0x318C ; yuikorean                           ; 0    # Adobe Glyph List (Sept/02) # HANGUL LETTER YU-I
0x318D ; araeakorean                         ; 0    # Adobe Glyph List (Sept/02) # HANGUL LETTER ARAEA
0x318E ; araeaekorean                        ; 0    # Adobe Glyph List (Sept/02) # HANGUL LETTER ARAEAE
0x3200 ; kiyeokparenkorean                   ; 0    # Adobe Glyph List (Sept/02) # PARENTHESIZED HANGUL KIYEOK
0x3201 ; nieunparenkorean                    ; 0    # Adobe Glyph List (Sept/02) # PARENTHESIZED HANGUL NIEUN
0x3202 ; tikeutparenkorean                   ; 0    # Adobe Glyph List (Sept/02) # PARENTHESIZED HANGUL TIKEUT
0x3203 ; rieulparenkorean                    ; 0    # Adobe Glyph List (Sept/02) # PARENTHESIZED HANGUL RIEUL
0x3204 ; mieumparenkorean                    ; 0    # Adobe Glyph List (Sept/02) # PARENTHESIZED HANGUL MIEUM
0x3205 ; pieupparenkorean                    ; 0    # Adobe Glyph List (Sept/02) # PARENTHESIZED HANGUL PIEUP
0x3206 ; siosparenkorean                     ; 0    # Adobe Glyph List (Sept/02) # PARENTHESIZED HANGUL SIOS
0x3207 ; ieungparenkorean                    ; 0    # Adobe Glyph List (Sept/02) # PARENTHESIZED HANGUL IEUNG
0x3208 ; cieucparenkorean                    ; 0    # Adobe Glyph List (Sept/02) # PARENTHESIZED HANGUL CIEUC
0x3209 ; chieuchparenkorean                  ; 0    # Adobe Glyph List (Sept/02) # PARENTHESIZED HANGUL CHIEUCH
0x320A ; khieukhparenkorean                  ; 0    # Adobe Glyph List (Sept/02) # PARENTHESIZED HANGUL KHIEUKH
0x320B ; thieuthparenkorean                  ; 0    # Adobe Glyph List (Sept/02) # PARENTHESIZED HANGUL THIEUTH
0x320C ; phieuphparenkorean                  ; 0    # Adobe Glyph List (Sept/02) # PARENTHESIZED HANGUL PHIEUPH
0x320D ; hieuhparenkorean                    ; 0    # Adobe Glyph List (Sept/02) # PARENTHESIZED HANGUL HIEUH
0x320E ; kiyeokaparenkorean                  ; 0    # Adobe Glyph List (Sept/02) # PARENTHESIZED HANGUL KIYEOK A
0x320F ; nieunaparenkorean                   ; 0    # Adobe Glyph List (Sept/02) # PARENTHESIZED HANGUL NIEUN A
0x3210 ; tikeutaparenkorean                  ; 0    # Adobe Glyph List (Sept/02) # PARENTHESIZED HANGUL TIKEUT A
0x3211 ; rieulaparenkorean                   ; 0    # Adobe Glyph List (Sept/02) # PARENTHESIZED HANGUL RIEUL A
0x3212 ; mieumaparenkorean                   ; 0    # Adobe Glyph List (Sept/02) # PARENTHESIZED HANGUL MIEUM A
0x3213 ; pieupaparenkorean                   ; 0    # Adobe Glyph List (Sept/02) # PARENTHESIZED HANGUL PIEUP A
0x3214 ; siosaparenkorean                    ; 0    # Adobe Glyph List (Sept/02) # PARENTHESIZED HANGUL SIOS A
0x3215 ; ieungaparenkorean                   ; 0    # Adobe Glyph List (Sept/02) # PARENTHESIZED HANGUL IEUNG A
0x3216 ; cieucaparenkorean                   ; 0    # Adobe Glyph List (Sept/02) # PARENTHESIZED HANGUL CIEUC A
0x3217 ; chieuchaparenkorean                 ; 0    # Adobe Glyph List (Sept/02) # PARENTHESIZED HANGUL CHIEUCH A
0x3218 ; khieukhaparenkorean                 ; 0    # Adobe Glyph List (Sept/02) # PARENTHESIZED HANGUL KHIEUKH A
0x3219 ; thieuthaparenkorean                 ; 0    # Adobe Glyph List (Sept/02) # PARENTHESIZED HANGUL THIEUTH A
0x321A ; phieuphaparenkorean                 ; 0    # Adobe Glyph List (Sept/02) # PARENTHESIZED HANGUL PHIEUPH A
0x321B ; hieuhaparenkorean                   ; 0    # Adobe Glyph List (Sept/02) # PARENTHESIZED HANGUL HIEUH A
0x321C ; cieucuparenkorean                   ; 0    # Adobe Glyph List (Sept/02) # PARENTHESIZED HANGUL CIEUC U
0x3220 ; oneideographicparen                 ; 0    # Adobe Glyph List (Sept/02) # PARENTHESIZED IDEOGRAPH ONE
0x3221 ; twoideographicparen                 ; 0    # Adobe Glyph List (Sept/02) # PARENTHESIZED IDEOGRAPH TWO
0x3222 ; threeideographicparen               ; 0    # Adobe Glyph List (Sept/02) # PARENTHESIZED IDEOGRAPH THREE
0x3223 ; fourideographicparen                ; 0    # Adobe Glyph List (Sept/02) # PARENTHESIZED IDEOGRAPH FOUR
0x3224 ; fiveideographicparen                ; 0    # Adobe Glyph List (Sept/02) # PARENTHESIZED IDEOGRAPH FIVE
0x3225 ; sixideographicparen                 ; 0    # Adobe Glyph List (Sept/02) # PARENTHESIZED IDEOGRAPH SIX
0x3226 ; sevenideographicparen               ; 0    # Adobe Glyph List (Sept/02) # PARENTHESIZED IDEOGRAPH SEVEN
0x3227 ; eightideographicparen               ; 0    # Adobe Glyph List (Sept/02) # PARENTHESIZED IDEOGRAPH EIGHT
0x3228 ; nineideographicparen                ; 0    # Adobe Glyph List (Sept/02) # PARENTHESIZED IDEOGRAPH NINE
0x3229 ; tenideographicparen                 ; 0    # Adobe Glyph List (Sept/02) # PARENTHESIZED IDEOGRAPH TEN
0x322A ; ideographicmoonparen                ; 0    # Adobe Glyph List (Sept/02) # PARENTHESIZED IDEOGRAPH MOON
0x322B ; ideographicfireparen                ; 0    # Adobe Glyph List (Sept/02) # PARENTHESIZED IDEOGRAPH FIRE
0x322C ; ideographicwaterparen               ; 0    # Adobe Glyph List (Sept/02) # PARENTHESIZED IDEOGRAPH WATER
0x322D ; ideographicwoodparen                ; 0    # Adobe Glyph List (Sept/02) # PARENTHESIZED IDEOGRAPH WOOD
0x322E ; ideographicmetalparen               ; 0    # Adobe Glyph List (Sept/02) # PARENTHESIZED IDEOGRAPH METAL
0x322F ; ideographicearthparen               ; 0    # Adobe Glyph List (Sept/02) # PARENTHESIZED IDEOGRAPH EARTH
0x3230 ; ideographicsunparen                 ; 0    # Adobe Glyph List (Sept/02) # PARENTHESIZED IDEOGRAPH SUN
0x3231 ; ideographicstockparen               ; 0    # Adobe Glyph List (Sept/02) # PARENTHESIZED IDEOGRAPH STOCK
0x3232 ; ideographichaveparen                ; 0    # Adobe Glyph List (Sept/02) # PARENTHESIZED IDEOGRAPH HAVE
0x3233 ; ideographicsocietyparen             ; 0    # Adobe Glyph List (Sept/02) # PARENTHESIZED IDEOGRAPH SOCIETY
